
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119292 MW
2	-0.390708 MW
3	-0.319292 MW
4	-0.686834 MW
5	-0.0938733 MW
6	-0.940693 MW
7	0.640693 MW
8	0.865022 MW
9	3.24895 MW
10	0.756399 MW
11	0.345022 MW
12	0.155022 MW
13	-3.77075 MW
14	0.521802 MW
15	-3.77075 MW
16	0.386325 MW
17	0.310768 MW
18	0.132859 MW
19	0.0375704 MW
20	0.2 MW
21	-0.0292325 MW
22	-0.00714067 MW
23	-0.986863 MW
24	0.068309 MW
25	-0.0178192 MW
26	-0.21243 MW
27	0.755484 MW
28	2.17735 MW
29	0.146381 MW
30	-0.0338053 MW
31	0.155484 MW
32	-0.103613 MW
33	-0.122595 MW
34	-0.283613 MW
35	-0.423613 MW
36	-0.523613 MW
37	-0.200619 MW
38	-1.3197 MW
39	0.926703 MW
40	-0.100309 MW
41	-0.100309 MW
42	0.728293 MW
43	1.25206 MW
44	1.90284 MW
45	0.322684 MW
46	0.110437 MW
47	0.198943 MW
48	0.152684 MW
49	-0.0873158 MW
50	0.247289 MW
51	-0.312279 MW
52	0.0338053 MW
53	0.101057 MW
54	-0.247819 MW
55	0.290109 MW
56	-1.04442 MW
57	0.041715 MW
58	0.0198908 MW
59	-0.349891 MW
60	2.04924 MW
61	0.253303 MW
62	0.15381 MW
63	-1.80195 MW
64	-0.0166966 MW
65	0.104831 MW
66	-0.167718 MW
67	-0.265169 MW
68	-0.401443 MW
69	-0.401443 MW
70	-0.138285 MW
71	-0.298285 MW
72	-0.341522 MW
73	-0.486763 MW
74	-0.319819 MW
75	-0.142495 MW
76	-0.0577695 MW
77	-0.602049 MW
78	-0.342495 MW
79	0.541811 MW
80	0.669665 MW
81	0.392193 MW
82	0.389498 MW
83	-1.16931 MW
84	-1.16931 MW
85	-0.505057 MW
86	0.371811 MW
87	0.293493 MW
88	0.206171 MW
89	0.113493 MW
90	-0.116507 MW
91	0.0698157 MW
92	0.162104 MW
93	-0.294524 MW
94	-0.224363 MW
95	-0.335821 MW
96	-0.251811 MW
97	-0.0861713 MW
98	-0.275229 MW
99	-0.289048 MW
100	-0.457038 MW
101	-0.544008 MW
102	1.66477 MW
103	-1.13561 MW
104	-0.101429 MW
105	0.256398 MW
106	0.595312 MW
107	-0.372976 MW
108	-0.242054 MW
109	-1.66477 MW
110	-2.26008 MW
111	0.338934 MW
112	-1.12462 MW
113	0.522054 MW
114	-0.693089 MW
115	-0.43153 MW
116	-2.2017e-07 MW
117	0.99655 MW
118	1.02228 MW
119	0.508109 MW
120	0.100309 MW
121	0.14901 MW
122	-0.0130792 MW
123	0.100309 MW
124	-9.7817e-13 MW
125	-0.53099 MW
126	-0.367176 MW
127	0.375383 MW
128	-0.634617 MW
129	-0.0453829 MW
130	0.414233 MW
131	-1.03831 MW
132	-0.479602 MW
134	-0.295767 MW
135	-0.685767 MW
136	-0.43153 MW
137	0.00499313 MW
138	0.0779755 MW
139	0.0953584 MW
140	-0.116575 MW
141	-0.53919 MW
142	-0.000810281 MW
143	-0.29744 MW
144	-0.44175 MW
145	-0.40744 MW
146	0.176482 MW
147	-0.533753 MW
148	-0.731919 MW
149	-0.0335176 MW
150	-1.01375 MW
151	0.322345 MW
152	0.607832 MW
153	1.8269 MW
154	0.583543 MW
155	0.150177 MW
156	0.150177 MW
157	0.626874 MW
158	0.571279 MW
159	0.28834 MW
160	0.424122 MW
161	0.506874 MW
162	0.531835 MW
163	0.336007 MW
164	-0.0896878 MW
165	0.111835 MW
166	0.0720245 MW
167	-0.244642 MW
168	-0.116575 MW
169	-0.154122 MW
170	0.848115 MW
171	0.427917 MW
172	0.457134 MW
173	-0.374122 MW
174	0.270007 MW
175	0.337148 MW
176	0.346136 MW
177	0.317924 MW
178	0.098191 MW
179	0.154675 MW
180	0.0922064 MW
181	0.125325 MW
182	0.0722064 MW
183	-0.00779364 MW
184	-0.301658 MW
185	0.25 MW
186	0.0210568 MW
Finished writing Internal Transmission lines' MW Flows
