
The Optimal Objective value (Generation Dispatch cost) is: 104124

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	2.9136e-15 MW
2	2.9136e-15 MW
3	2.9136e-15 MW
4	2.9136e-15 MW
5	3.77153 MW
6	0.712397 MW
7	2.9136e-15 MW
8	2.9136e-15 MW
9	2.9136e-15 MW
10	2.9136e-15 MW
11	1.84385 MW
12	2.63168 MW
13	2.9136e-15 MW
14	0.058668 MW
15	2.9136e-15 MW
16	2.9136e-15 MW
17	2.9136e-15 MW
18	2.9136e-15 MW
19	2.9136e-15 MW
20	0.159241 MW
21	1.70975 MW
22	0.402295 MW
23	2.9136e-15 MW
24	2.9136e-15 MW
25	1.29908 MW
26	1.34098 MW
27	2.9136e-15 MW
28	3.27703 MW
29	3.2854 MW
30	4.32803 MW
31	2.9136e-15 MW
32	2.9136e-15 MW
33	2.9136e-15 MW
34	2.9136e-15 MW
35	2.9136e-15 MW
36	2.9136e-15 MW
37	3.99779 MW
38	2.9136e-15 MW
39	0.0335245 MW
40	5.08734 MW
41	2.9136e-15 MW
42	2.9136e-15 MW
43	2.9136e-15 MW
44	2.9136e-15 MW
45	2.11205 MW
46	0.335245 MW
47	2.9136e-15 MW
48	2.9136e-15 MW
49	2.9136e-15 MW
50	2.9136e-15 MW
51	0.301721 MW
52	2.9136e-15 MW
53	2.9136e-15 MW
54	2.9136e-15 MW
Finished writing Power Generation
