
The Optimal Objective value (Generation Dispatch cost) is: 104070

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	1.94044e-17 MW
2	1.94044e-17 MW
3	1.94044e-17 MW
4	1.94044e-17 MW
5	3.77004 MW
6	0.712116 MW
7	1.94044e-17 MW
8	1.94044e-17 MW
9	1.94044e-17 MW
10	1.94044e-17 MW
11	1.84312 MW
12	2.63064 MW
13	1.94044e-17 MW
14	0.0586449 MW
15	1.94044e-17 MW
16	1.94044e-17 MW
17	1.94044e-17 MW
18	1.94044e-17 MW
19	1.94044e-17 MW
20	0.159179 MW
21	1.70908 MW
22	0.402136 MW
23	1.94044e-17 MW
24	1.94044e-17 MW
25	1.29856 MW
26	1.34045 MW
27	1.94044e-17 MW
28	3.27574 MW
29	3.28411 MW
30	4.32632 MW
31	1.94044e-17 MW
32	1.94044e-17 MW
33	1.94044e-17 MW
34	1.94044e-17 MW
35	1.94044e-17 MW
36	1.94044e-17 MW
37	3.99622 MW
38	1.94044e-17 MW
39	0.0335113 MW
40	5.08534 MW
41	1.94044e-17 MW
42	1.94044e-17 MW
43	1.94044e-17 MW
44	1.94044e-17 MW
45	2.11121 MW
46	0.335113 MW
47	1.94044e-17 MW
48	1.94044e-17 MW
49	1.94044e-17 MW
50	1.94044e-17 MW
51	0.301602 MW
52	1.94044e-17 MW
53	1.94044e-17 MW
54	1.94044e-17 MW
Finished writing Power Generation
