
The Optimal Objective value (Generation Dispatch cost) is: 104096

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	6.05191e-13 MW
2	6.05191e-13 MW
3	6.05191e-13 MW
4	6.05192e-13 MW
5	3.77075 MW
6	0.712249 MW
7	6.05191e-13 MW
8	6.05191e-13 MW
9	6.05191e-13 MW
10	6.05191e-13 MW
11	1.84347 MW
12	2.63113 MW
13	6.05191e-13 MW
14	0.0586558 MW
15	6.05191e-13 MW
16	6.05191e-13 MW
17	6.05191e-13 MW
18	6.05191e-13 MW
19	6.05191e-13 MW
20	0.159208 MW
21	1.7094 MW
22	0.402212 MW
23	6.05191e-13 MW
24	6.05191e-13 MW
25	1.29881 MW
26	1.3407 MW
27	6.05191e-13 MW
28	3.27635 MW
29	3.28472 MW
30	4.32713 MW
31	6.05192e-13 MW
32	6.05191e-13 MW
33	6.05191e-13 MW
34	6.05191e-13 MW
35	6.05192e-13 MW
36	6.05192e-13 MW
37	3.99696 MW
38	6.05192e-13 MW
39	0.0335176 MW
40	5.08629 MW
41	6.05192e-13 MW
42	6.05192e-13 MW
43	6.05192e-13 MW
44	6.05192e-13 MW
45	2.11161 MW
46	0.335176 MW
47	6.05192e-13 MW
48	6.05191e-13 MW
49	6.05191e-13 MW
50	6.05191e-13 MW
51	0.301658 MW
52	6.05191e-13 MW
53	6.05191e-13 MW
54	6.05192e-13 MW
Finished writing Power Generation
