
The Optimal Objective value (Generation Dispatch cost) is: 104107

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	9.62149e-14 MW
2	9.62149e-14 MW
3	9.62149e-14 MW
4	9.62149e-14 MW
5	3.77106 MW
6	0.712308 MW
7	9.62149e-14 MW
8	9.62149e-14 MW
9	9.62149e-14 MW
10	9.62149e-14 MW
11	1.84362 MW
12	2.63135 MW
13	9.62149e-14 MW
14	0.0586607 MW
15	9.62149e-14 MW
16	9.62149e-14 MW
17	9.62149e-14 MW
18	9.62149e-14 MW
19	9.62149e-14 MW
20	0.159222 MW
21	1.70954 MW
22	0.402245 MW
23	9.62149e-14 MW
24	9.62149e-14 MW
25	1.29891 MW
26	1.34081 MW
27	9.62149e-14 MW
28	3.27662 MW
29	3.28499 MW
30	4.32749 MW
31	9.62149e-14 MW
32	9.62149e-14 MW
33	9.62149e-14 MW
34	9.62149e-14 MW
35	9.62149e-14 MW
36	9.62149e-14 MW
37	3.99729 MW
38	9.62149e-14 MW
39	0.0335204 MW
40	5.08671 MW
41	9.62149e-14 MW
42	9.62149e-14 MW
43	9.62149e-14 MW
44	9.62149e-14 MW
45	2.11178 MW
46	0.335203 MW
47	9.62149e-14 MW
48	9.62149e-14 MW
49	9.62149e-14 MW
50	9.62149e-14 MW
51	0.301683 MW
52	9.62149e-14 MW
53	9.62149e-14 MW
54	9.62149e-14 MW
Finished writing Power Generation
