
The Optimal Objective value (Generation Dispatch cost) is: 104097

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	1.50041e-13 MW
2	1.50041e-13 MW
3	1.50041e-13 MW
4	1.50041e-13 MW
5	3.7708 MW
6	0.712258 MW
7	1.50041e-13 MW
8	1.50041e-13 MW
9	1.50041e-13 MW
10	1.50041e-13 MW
11	1.84349 MW
12	2.63117 MW
13	1.50041e-13 MW
14	0.0586566 MW
15	1.50041e-13 MW
16	1.50041e-13 MW
17	1.50041e-13 MW
18	1.50041e-13 MW
19	1.50041e-13 MW
20	0.159211 MW
21	1.70942 MW
22	0.402217 MW
23	1.50041e-13 MW
24	1.50041e-13 MW
25	1.29882 MW
26	1.34072 MW
27	1.50041e-13 MW
28	3.27639 MW
29	3.28477 MW
30	4.32719 MW
31	1.50041e-13 MW
32	1.50041e-13 MW
33	1.50041e-13 MW
34	1.50041e-13 MW
35	1.50041e-13 MW
36	1.50041e-13 MW
37	3.99702 MW
38	1.50041e-13 MW
39	0.033518 MW
40	5.08635 MW
41	1.50041e-13 MW
42	1.50041e-13 MW
43	1.50041e-13 MW
44	1.50041e-13 MW
45	2.11164 MW
46	0.33518 MW
47	1.50041e-13 MW
48	1.50041e-13 MW
49	1.50041e-13 MW
50	1.50041e-13 MW
51	0.301662 MW
52	1.50041e-13 MW
53	1.50041e-13 MW
54	1.50041e-13 MW
Finished writing Power Generation
