
The Optimal Objective value (Generation Dispatch cost) is: 104095

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	1.11299e-12 MW
2	1.11299e-12 MW
3	1.11299e-12 MW
4	1.11299e-12 MW
5	3.77075 MW
6	0.712248 MW
7	1.11299e-12 MW
8	1.11299e-12 MW
9	1.11299e-12 MW
10	1.11299e-12 MW
11	1.84347 MW
12	2.63113 MW
13	1.11299e-12 MW
14	0.0586558 MW
15	1.11299e-12 MW
16	1.11299e-12 MW
17	1.11299e-12 MW
18	1.11299e-12 MW
19	1.11299e-12 MW
20	0.159208 MW
21	1.70939 MW
22	0.402211 MW
23	1.11299e-12 MW
24	1.11299e-12 MW
25	1.29881 MW
26	1.3407 MW
27	1.11299e-12 MW
28	3.27635 MW
29	3.28472 MW
30	4.32712 MW
31	1.11299e-12 MW
32	1.11299e-12 MW
33	1.11299e-12 MW
34	1.11299e-12 MW
35	1.11299e-12 MW
36	1.11299e-12 MW
37	3.99696 MW
38	1.11299e-12 MW
39	0.0335176 MW
40	5.08628 MW
41	1.11299e-12 MW
42	1.11299e-12 MW
43	1.11299e-12 MW
44	1.11299e-12 MW
45	2.11161 MW
46	0.335176 MW
47	1.11299e-12 MW
48	1.11299e-12 MW
49	1.11299e-12 MW
50	1.11299e-12 MW
51	0.301658 MW
52	1.11299e-12 MW
53	1.11299e-12 MW
54	1.11299e-12 MW
Finished writing Power Generation
