
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	2.92558
2	2.9257
3	2.92575
4	2.92641
5	2.92649
6	2.92602
7	2.92595
8	2.92736
9	2.92851
10	2.92972
11	2.92597
12	2.92589
13	2.92574
14	2.9258
15	2.9258
16	2.92586
17	2.92624
18	2.92584
19	2.92574
20	2.92588
21	2.92613
22	2.92655
23	2.9274
24	2.92751
25	2.92846
26	2.92874
27	2.92641
28	2.92613
29	2.92599
30	2.9271
31	2.92602
32	2.92633
33	2.92586
34	2.92618
35	2.9261
36	2.9261
37	2.92627
38	2.92701
39	2.926
40	2.926
41	2.92595
42	2.9263
43	2.9261
44	2.92643
45	2.92669
46	2.92715
47	2.92755
48	2.92742
49	2.92759
50	2.92718
51	2.92667
52	2.9265
53	2.92631
54	2.92645
55	2.9264
56	2.92644
57	2.92668
58	2.92652
59	2.92713
60	2.92779
61	2.92794
62	2.92785
63	2.92777
64	2.9281
65	2.92878
66	2.92866
67	2.92813
68	2.92896
69	2.92922
70	2.92795
71	2.92791
72	2.92772
73	2.92791
74	2.92776
75	2.92798
76	2.92778
77	2.92873
78	2.92867
79	2.92874
80	2.92919
81	2.92904
82	2.92893
83	2.92914
84	2.92956
85	2.92983
86	2.92962
87	2.92969
88	2.9304
89	2.93114
90	2.93053
91	2.93041
92	2.93023
93	2.9297
94	2.92934
95	2.9291
96	2.92903
97	2.92904
98	2.92904
99	2.92935
100	2.92942
101	2.92959
102	2.93
103	2.92897
104	2.92854
105	2.92842
106	2.92837
107	2.92814
108	2.92836
109	2.92834
110	2.92834
111	2.92857
112	2.92818
113	2.92625
114	2.92627
115	2.92626
116	2.92896
117	2.92561
118	2.9278
Finished writing Internal Node Voltage Phase Angles
