
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	3.00168
2	3.0018
3	3.00184
4	3.00251
5	3.00259
6	3.00212
7	3.00205
8	3.00345
9	3.0046
10	3.00582
11	3.00207
12	3.00199
13	3.00184
14	3.0019
15	3.00191
16	3.00196
17	3.00235
18	3.00196
19	3.00188
20	3.00201
21	3.00225
22	3.00266
23	3.0035
24	3.0036
25	3.00455
26	3.00483
27	3.00251
28	3.00224
29	3.00209
30	3.00319
31	3.00212
32	3.00243
33	3.00193
34	3.00217
35	3.00209
36	3.00209
37	3.00227
38	3.00306
39	3.00197
40	3.00197
41	3.0019
42	3.00222
43	3.00205
44	3.00232
45	3.00257
46	3.00302
47	3.00344
48	3.00327
49	3.00343
50	3.00293
51	3.0023
52	3.0021
53	3.00184
54	3.00192
55	3.00185
56	3.00189
57	3.00226
58	3.00208
59	3.00227
60	3.00373
61	3.00394
62	3.00383
63	3.0044
64	3.0044
65	3.00491
66	3.00466
67	3.00412
68	3.00507
69	3.00529
70	3.00403
71	3.004
72	3.00381
73	3.004
74	3.00384
75	3.00406
76	3.00387
77	3.00482
78	3.00476
79	3.00483
80	3.00528
81	3.00514
82	3.00502
83	3.00523
84	3.00565
85	3.00592
86	3.00571
87	3.00578
88	3.00649
89	3.00723
90	3.00662
91	3.0065
92	3.00632
93	3.00579
94	3.00543
95	3.00519
96	3.00512
97	3.00513
98	3.00514
99	3.00544
100	3.00551
101	3.00569
102	3.00609
103	3.00506
104	3.00464
105	3.00452
106	3.00446
107	3.00423
108	3.00445
109	3.00443
110	3.00444
111	3.00466
112	3.00428
113	3.00236
114	3.00237
115	3.00236
116	3.00507
117	3.00171
118	3.00388
Finished writing Internal Node Voltage Phase Angles
