
The Optimal Objective value (Generation Dispatch cost) is: 104096

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	4.88643e-13 MW
2	4.88643e-13 MW
3	4.88643e-13 MW
4	4.88644e-13 MW
5	3.77075 MW
6	0.712249 MW
7	4.88643e-13 MW
8	4.88643e-13 MW
9	4.88643e-13 MW
10	4.88644e-13 MW
11	1.84347 MW
12	2.63113 MW
13	4.88643e-13 MW
14	0.0586559 MW
15	4.88643e-13 MW
16	4.88643e-13 MW
17	4.88643e-13 MW
18	4.88643e-13 MW
19	4.88644e-13 MW
20	0.159209 MW
21	1.7094 MW
22	0.402212 MW
23	4.88644e-13 MW
24	4.88644e-13 MW
25	1.29881 MW
26	1.3407 MW
27	4.88644e-13 MW
28	3.27635 MW
29	3.28472 MW
30	4.32713 MW
31	4.88644e-13 MW
32	4.88644e-13 MW
33	4.88644e-13 MW
34	4.88644e-13 MW
35	4.88644e-13 MW
36	4.88644e-13 MW
37	3.99697 MW
38	4.88644e-13 MW
39	0.0335176 MW
40	5.08629 MW
41	4.88645e-13 MW
42	4.88645e-13 MW
43	4.88644e-13 MW
44	4.88644e-13 MW
45	2.11161 MW
46	0.335176 MW
47	4.88644e-13 MW
48	4.88644e-13 MW
49	4.88644e-13 MW
50	4.88644e-13 MW
51	0.301658 MW
52	4.88644e-13 MW
53	4.88643e-13 MW
54	4.88644e-13 MW
Finished writing Power Generation
