
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.11922 MW
2	-0.39078 MW
3	-0.31922 MW
4	-0.687 MW
5	-0.0937805 MW
6	-0.941072 MW
7	0.641079 MW
8	0.865323 MW
9	3.25022 MW
10	0.756832 MW
11	0.345322 MW
12	0.155322 MW
13	-3.77075 MW
14	0.520525 MW
15	-3.77075 MW
16	0.386487 MW
17	0.311426 MW
18	0.133634 MW
19	0.0374226 MW
20	0.2 MW
21	-0.0285739 MW
22	-0.00636569 MW
23	-0.992466 MW
24	0.0697993 MW
25	-0.0122738 MW
26	-0.212577 MW
27	0.758526 MW
28	2.17973 MW
29	0.143114 MW
30	-0.0369564 MW
31	0.158526 MW
32	-0.107308 MW
33	-0.114368 MW
34	-0.287308 MW
35	-0.427308 MW
36	-0.527308 MW
37	-0.216789 MW
38	-1.31289 MW
39	0.932373 MW
40	-0.108394 MW
41	-0.108394 MW
42	0.722238 MW
43	1.25281 MW
44	1.90889 MW
45	0.323678 MW
46	0.110275 MW
47	0.198858 MW
48	0.153678 MW
49	-0.0863214 MW
50	0.249688 MW
51	-0.314552 MW
52	0.036957 MW
53	0.10114 MW
54	-0.242273 MW
55	0.283035 MW
56	-1.10967 MW
57	0.122267 MW
58	0.0269685 MW
59	-0.356965 MW
60	2.09417 MW
61	0.242326 MW
62	0.14293 MW
63	-1.84448 MW
64	-0.0276742 MW
65	0.0939237 MW
66	-0.178668 MW
67	-0.276076 MW
68	-0.412372 MW
69	-0.412372 MW
70	-0.0577334 MW
71	-0.217734 MW
73	-0.747734 MW
74	-0.124136 MW
75	0.00334441 MW
76	0.10346 MW
77	-0.567597 MW
78	-0.196655 MW
79	0.543485 MW
80	0.67169 MW
81	0.393909 MW
82	0.391202 MW
83	-1.15997 MW
84	-1.15997 MW
85	-0.506619 MW
86	0.373485 MW
87	0.294128 MW
88	0.207562 MW
89	0.114128 MW
90	-0.115872 MW
91	0.0703241 MW
92	0.163766 MW
93	-0.292639 MW
94	-0.225692 MW
95	-0.333985 MW
96	-0.253485 MW
97	-0.0875621 MW
98	-0.27357 MW
99	-0.287305 MW
100	-0.455965 MW
101	-0.542829 MW
102	1.6599 MW
103	-1.13404 MW
104	-0.101927 MW
105	0.255091 MW
106	0.591257 MW
107	-0.373881 MW
108	-0.242956 MW
109	-1.6599 MW
110	-2.25116 MW
111	0.322057 MW
112	-1.14135 MW
113	0.522956 MW
114	-0.739614 MW
115	-0.401707 MW
116	-4.50982e-06 MW
117	1.00154 MW
118	1.02036 MW
119	0.49139 MW
120	0.108394 MW
121	0.143991 MW
122	-0.0192342 MW
123	0.108394 MW
124	-9.7817e-13 MW
125	-0.53601 MW
126	-0.374456 MW
127	0.369574 MW
128	-0.640426 MW
129	-0.0395735 MW
130	0.461953 MW
131	-0.932831 MW
132	-0.430879 MW
133	-0.231738 MW
134	-0.248043 MW
135	-0.638044 MW
136	-0.401707 MW
137	0.0845635 MW
138	0.15759 MW
139	0.131659 MW
140	-0.080313 MW
141	-0.581463 MW
142	-0.190274 MW
143	-0.315622 MW
144	-0.465841 MW
145	-0.425622 MW
146	0.176483 MW
147	-0.554877 MW
148	-0.753068 MW
149	-0.0335175 MW
150	-1.03488 MW
151	0.32056 MW
152	0.604467 MW
153	1.79876 MW
154	0.574555 MW
155	0.145027 MW
156	0.145027 MW
157	0.619012 MW
158	0.563417 MW
159	0.275084 MW
160	0.410825 MW
161	0.499012 MW
162	0.546058 MW
163	0.352063 MW
164	-0.135693 MW
165	0.126058 MW
166	-0.00758969 MW
167	-0.208341 MW
168	-0.0803129 MW
169	-0.140825 MW
170	0.848117 MW
171	0.427918 MW
172	0.457134 MW
173	-0.360825 MW
174	0.270007 MW
175	0.337149 MW
176	0.346136 MW
177	0.317925 MW
178	0.0981903 MW
179	0.154675 MW
180	0.092207 MW
181	0.125325 MW
182	0.0722071 MW
183	-0.00779366 MW
184	-0.301658 MW
185	0.25 MW
186	0.0211411 MW
Finished writing Internal Transmission lines' MW Flows
