
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119295 MW
2	-0.390705 MW
3	-0.319295 MW
4	-0.686828 MW
5	-0.0938765 MW
6	-0.940686 MW
7	0.640681 MW
8	0.865011 MW
9	3.2489 MW
10	0.756386 MW
11	0.34501 MW
12	0.15501 MW
13	-3.77075 MW
14	0.521844 MW
15	-3.77075 MW
16	0.386307 MW
17	0.31076 MW
18	0.132851 MW
19	0.0375439 MW
20	0.2 MW
21	-0.0292403 MW
22	-0.00714874 MW
23	-0.986974 MW
24	0.0682417 MW
25	-0.0176567 MW
26	-0.212456 MW
27	0.755506 MW
28	2.17706 MW
29	0.14615 MW
30	-0.0340291 MW
31	0.155506 MW
32	-0.103838 MW
33	-0.122415 MW
34	-0.283838 MW
35	-0.423838 MW
36	-0.523838 MW
37	-0.201835 MW
38	-1.31913 MW
39	0.927125 MW
40	-0.100917 MW
41	-0.100917 MW
42	0.727755 MW
43	1.25209 MW
44	1.90338 MW
45	0.322752 MW
46	0.110414 MW
47	0.198929 MW
48	0.152752 MW
49	-0.0872485 MW
50	0.248165 MW
51	-0.312442 MW
52	0.0340295 MW
53	0.101067 MW
54	-0.247657 MW
55	0.290127 MW
56	-1.04426 MW
57	0.0417203 MW
58	0.0198765 MW
59	-0.349874 MW
60	2.04896 MW
61	0.253326 MW
62	0.153833 MW
63	-1.80079 MW
64	-0.0166732 MW
65	0.104855 MW
66	-0.167695 MW
67	-0.265145 MW
68	-0.40142 MW
69	-0.40142 MW
70	-0.13828 MW
71	-0.29828 MW
72	-0.341595 MW
73	-0.486685 MW
74	-0.319993 MW
75	-0.142393 MW
76	-0.0570245 MW
77	-0.602969 MW
78	-0.342393 MW
79	0.541934 MW
80	0.669813 MW
81	0.392319 MW
82	0.389623 MW
83	-1.16862 MW
84	-1.16862 MW
85	-0.50599 MW
86	0.371935 MW
87	0.29354 MW
88	0.206273 MW
89	0.11354 MW
90	-0.11646 MW
91	0.0698523 MW
92	0.162225 MW
93	-0.294384 MW
94	-0.224458 MW
95	-0.335685 MW
96	-0.251935 MW
97	-0.086274 MW
98	-0.275106 MW
99	-0.288919 MW
100	-0.456958 MW
101	-0.543921 MW
102	1.66441 MW
103	-1.13549 MW
104	-0.101466 MW
105	0.256302 MW
106	0.595009 MW
107	-0.373043 MW
108	-0.24212 MW
109	-1.66441 MW
110	-2.25942 MW
111	0.337688 MW
112	-1.12155 MW
113	0.52212 MW
114	-0.705535 MW
115	-0.416003 MW
116	-5.84857e-06 MW
117	0.99519 MW
118	1.01922 MW
119	0.498223 MW
120	0.100917 MW
121	0.147853 MW
122	-0.0144977 MW
123	0.100917 MW
124	0 MW
125	-0.532147 MW
126	-0.370307 MW
127	0.372884 MW
128	-0.637115 MW
129	-0.0428846 MW
130	0.436132 MW
131	-0.989919 MW
132	-0.457248 MW
133	-0.108164 MW
134	-0.273872 MW
135	-0.663873 MW
136	-0.416003 MW
137	0.0778342 MW
138	0.150857 MW
139	0.0765707 MW
140	-0.135344 MW
141	-0.183657 MW
142	-0.464507 MW
143	-0.144523 MW
144	-0.239135 MW
145	-0.254523 MW
146	0.176482 MW
147	0.48 MW
148	-1.39014 MW
149	-0.0335176 MW
151	0.337352 MW
152	0.636131 MW
153	2.06353 MW
154	0.65913 MW
155	0.193483 MW
156	0.193483 MW
157	0.751408 MW
158	0.695813 MW
159	0.341491 MW
160	0.477435 MW
161	0.631407 MW
162	0.681197 MW
163	0.504619 MW
164	-0.158597 MW
165	0.261197 MW
166	-0.000856691 MW
167	-0.263429 MW
168	-0.135343 MW
169	-0.207435 MW
170	0.848114 MW
171	0.427917 MW
172	0.457134 MW
173	-0.427435 MW
174	0.270007 MW
175	0.337148 MW
176	0.346135 MW
177	0.317924 MW
178	0.0981912 MW
179	0.154675 MW
180	0.0922061 MW
181	0.125325 MW
182	0.0722063 MW
183	-0.00779322 MW
184	-0.301658 MW
185	0.25 MW
186	0.0210686 MW
Finished writing Internal Transmission lines' MW Flows
