
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.1193 MW
2	-0.390695 MW
3	-0.3193 MW
4	-0.686809 MW
5	-0.0938841 MW
6	-0.940741 MW
7	0.640644 MW
8	0.864984 MW
9	3.24904 MW
10	0.756355 MW
11	0.344978 MW
12	0.154978 MW
13	-3.7709 MW
14	0.521849 MW
15	-3.7709 MW
16	0.386251 MW
17	0.310732 MW
18	0.132822 MW
19	0.0374851 MW
20	0.2 MW
21	-0.0292684 MW
22	-0.00717815 MW
23	-0.987149 MW
24	0.0681649 MW
25	-0.0174135 MW
26	-0.212515 MW
27	0.75555 MW
28	2.17666 MW
29	0.145783 MW
30	-0.0343949 MW
31	0.155555 MW
32	-0.104151 MW
33	-0.122147 MW
34	-0.284143 MW
35	-0.424142 MW
36	-0.524144 MW
37	-0.203268 MW
38	-1.31848 MW
39	0.927611 MW
40	-0.101633 MW
41	-0.101633 MW
42	0.727045 MW
43	1.25212 MW
44	1.90422 MW
45	0.322847 MW
46	0.110408 MW
47	0.198971 MW
48	0.152861 MW
49	-0.0871329 MW
50	0.249385 MW
51	-0.312674 MW
52	0.0343702 MW
53	0.101124 MW
54	-0.247414 MW
55	0.290202 MW
56	-1.0441 MW
57	0.0417199 MW
58	0.0198094 MW
59	-0.349896 MW
60	2.04872 MW
61	0.253379 MW
62	0.153877 MW
63	-1.79934 MW
64	-0.0166405 MW
65	0.10487 MW
66	-0.167677 MW
67	-0.265126 MW
68	-0.401404 MW
69	-0.401404 MW
70	-0.138279 MW
71	-0.29828 MW
72	-0.341689 MW
73	-0.486589 MW
74	-0.320207 MW
75	-0.142266 MW
76	-0.0561015 MW
77	-0.604109 MW
78	-0.342265 MW
79	0.54211 MW
80	0.670045 MW
81	0.392498 MW
82	0.389801 MW
83	-1.16781 MW
84	-1.16781 MW
85	-0.507146 MW
86	0.37211 MW
87	0.293616 MW
88	0.206437 MW
89	0.113593 MW
90	-0.116403 MW
91	0.0699002 MW
92	0.162398 MW
93	-0.294236 MW
94	-0.224572 MW
95	-0.335543 MW
96	-0.252106 MW
97	-0.0863759 MW
98	-0.274977 MW
99	-0.288783 MW
100	-0.456869 MW
101	-0.543816 MW
102	1.66396 MW
103	-1.13528 MW
104	-0.101512 MW
105	0.256157 MW
106	0.594623 MW
107	-0.373139 MW
108	-0.242211 MW
109	-1.66396 MW
110	-2.25864 MW
111	0.336054 MW
112	-1.11769 MW
113	0.522222 MW
114	-0.720997 MW
115	-0.397157 MW
116	0.000160395 MW
117	0.993495 MW
118	1.01545 MW
119	0.486077 MW
120	0.101654 MW
121	0.146439 MW
122	-0.0162317 MW
123	0.101629 MW
124	0 MW
125	-0.533559 MW
126	-0.374144 MW
127	0.369821 MW
128	-0.640177 MW
129	-0.0398238 MW
130	0.462896 MW
131	-0.930603 MW
132	-0.42985 MW
133	-0.240669 MW
134	-0.247076 MW
135	-0.63701 MW
136	-0.397157 MW
137	0.0851616 MW
138	0.158185 MW
139	0.13551 MW
140	-0.0764717 MW
141	-0.608872 MW
142	-0.171807 MW
143	-0.3274 MW
144	-0.48145 MW
145	-0.437406 MW
146	0.176481 MW
147	-0.568561 MW
148	-0.766769 MW
149	-0.0335186 MW
150	-1.04856 MW
151	0.662646 MW
153	1.97698 MW
154	0.631485 MW
155	-0.117363 MW
156	-0.11736 MW
157	0.609957 MW
158	0.554361 MW
159	0.270536 MW
160	0.406259 MW
161	0.489955 MW
162	0.536822 MW
163	0.341637 MW
164	-0.134154 MW
165	0.116822 MW
166	-0.00819128 MW
167	-0.204496 MW
168	-0.0764643 MW
169	-0.136264 MW
170	0.848227 MW
171	0.427976 MW
172	0.457193 MW
173	-0.356265 MW
174	0.270045 MW
175	0.337203 MW
176	0.346149 MW
177	0.318002 MW
178	0.0981674 MW
179	0.154675 MW
180	0.0921543 MW
181	0.125332 MW
182	0.0721865 MW
183	-0.00782378 MW
184	-0.301669 MW
185	0.250001 MW
186	0.0210799 MW
Finished writing Internal Transmission lines' MW Flows
