
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119269 MW
2	-0.390731 MW
3	-0.319269 MW
4	-0.686887 MW
5	-0.0938437 MW
6	-0.940818 MW
7	0.640815 MW
8	0.865118 MW
9	3.24936 MW
10	0.756536 MW
11	0.345118 MW
12	0.155118 MW
13	-3.77075 MW
14	0.521386 MW
15	-3.77075 MW
16	0.38638 MW
17	0.310971 MW
18	0.133098 MW
19	0.0375351 MW
20	0.2 MW
21	-0.0290292 MW
22	-0.00690193 MW
23	-0.988528 MW
24	0.0688526 MW
25	-0.0162569 MW
26	-0.212465 MW
27	0.756427 MW
28	2.17821 MW
29	0.145472 MW
30	-0.0346828 MW
31	0.156427 MW
32	-0.10466 MW
33	-0.12006 MW
34	-0.28466 MW
35	-0.42466 MW
36	-0.52466 MW
37	-0.205097 MW
38	-1.31784 MW
39	0.928274 MW
40	-0.102549 MW
41	-0.102549 MW
42	0.726653 MW
43	1.25228 MW
44	1.90448 MW
45	0.322962 MW
46	0.110397 MW
47	0.198923 MW
48	0.152962 MW
49	-0.087038 MW
50	0.247656 MW
51	-0.31291 MW
52	0.0346824 MW
53	0.101078 MW
54	-0.246257 MW
55	0.287442 MW
56	-1.06902 MW
57	0.0715184 MW
58	0.0225598 MW
59	-0.352558 MW
60	2.06264 MW
61	0.247121 MW
62	0.147682 MW
63	-1.81498 MW
64	-0.0228791 MW
65	0.0986884 MW
66	-0.173885 MW
67	-0.271312 MW
68	-0.407598 MW
69	-0.407598 MW
70	-0.108482 MW
71	-0.268482 MW
72	-0.207493 MW
73	-0.590989 MW
74	-0.528284 MW
75	0.2 MW
76	-0.235133 MW
77	-0.633152 MW
79	0.544475 MW
80	0.672887 MW
81	0.394924 MW
82	0.39221 MW
83	-1.15445 MW
84	-1.15445 MW
85	-0.497512 MW
86	0.374474 MW
87	0.294503 MW
88	0.208384 MW
89	0.114503 MW
90	-0.115497 MW
91	0.070624 MW
92	0.164748 MW
93	-0.291527 MW
94	-0.226475 MW
95	-0.332902 MW
96	-0.254475 MW
97	-0.0883842 MW
98	-0.272591 MW
99	-0.286278 MW
100	-0.455332 MW
101	-0.542135 MW
102	1.65702 MW
103	-1.13311 MW
104	-0.102222 MW
105	0.254318 MW
106	0.58886 MW
107	-0.374414 MW
108	-0.243489 MW
109	-1.65702 MW
110	-2.24588 MW
111	0.312086 MW
112	-1.0966 MW
113	0.523489 MW
114	-0.702885 MW
115	-0.393692 MW
116	-2.92202e-06 MW
117	0.994067 MW
118	1.01526 MW
119	0.484251 MW
120	0.102548 MW
121	0.145883 MW
122	-0.0169132 MW
123	0.102549 MW
124	-9.7817e-13 MW
125	-0.534117 MW
126	-0.37495 MW
127	0.36918 MW
128	-0.64082 MW
129	-0.03918 MW
130	0.460283 MW
131	-0.936531 MW
132	-0.432588 MW
133	-0.232678 MW
134	-0.249718 MW
135	-0.639718 MW
136	-0.393692 MW
137	0.0848852 MW
138	0.157911 MW
139	0.131805 MW
140	-0.080167 MW
141	-0.581635 MW
142	-0.191042 MW
143	-0.315696 MW
144	-0.465939 MW
145	-0.425696 MW
146	0.176482 MW
147	-0.554963 MW
148	-0.753154 MW
149	-0.0335176 MW
150	-1.03496 MW
151	0.320553 MW
152	0.604453 MW
153	1.79864 MW
154	0.574519 MW
155	0.145007 MW
156	0.145007 MW
157	0.61898 MW
158	0.563385 MW
159	0.27503 MW
160	0.410771 MW
161	0.49898 MW
162	0.546117 MW
163	0.352129 MW
164	-0.13588 MW
165	0.126117 MW
166	-0.00791162 MW
167	-0.208195 MW
168	-0.0801669 MW
169	-0.140771 MW
170	0.848115 MW
171	0.427917 MW
172	0.457134 MW
173	-0.360771 MW
174	0.270007 MW
175	0.337148 MW
176	0.346136 MW
177	0.317924 MW
178	0.0981909 MW
179	0.154675 MW
180	0.0922061 MW
181	0.125325 MW
182	0.0722063 MW
183	-0.00779338 MW
184	-0.301658 MW
185	0.25 MW
186	0.0210786 MW
Finished writing Internal Transmission lines' MW Flows
