
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	5.55486
2	5.55498
3	5.55503
4	5.55569
5	5.55577
6	5.5553
7	5.55523
8	5.55664
9	5.55779
10	5.559
11	5.55525
12	5.55518
13	5.55502
14	5.55508
15	5.55509
16	5.55514
17	5.55552
18	5.55514
19	5.55507
20	5.5552
21	5.55544
22	5.55586
23	5.5567
24	5.55679
25	5.55775
26	5.55802
27	5.55572
28	5.55544
29	5.55529
30	5.55637
31	5.55532
32	5.55564
33	5.55512
34	5.55537
35	5.5553
36	5.5553
37	5.55547
38	5.55624
39	5.5552
40	5.55521
41	5.55516
42	5.55552
43	5.5553
44	5.55564
45	5.55591
46	5.55638
47	5.55678
48	5.55665
49	5.55682
50	5.55641
51	5.5559
52	5.55573
53	5.55554
54	5.55568
55	5.55563
56	5.55567
57	5.55591
58	5.55575
59	5.55636
60	5.55702
61	5.55717
62	5.55708
63	5.557
64	5.55733
65	5.55802
66	5.55789
67	5.55736
68	5.5582
69	5.55846
70	5.5572
71	5.55717
72	5.55699
73	5.55717
74	5.55701
75	5.55722
76	5.55702
77	5.55797
78	5.55791
79	5.55797
80	5.55842
81	5.55828
82	5.55817
83	5.55838
84	5.5588
85	5.55907
86	5.55885
87	5.55892
88	5.55964
89	5.56037
90	5.55977
91	5.55965
92	5.55947
93	5.55894
94	5.55858
95	5.55834
96	5.55827
97	5.55828
98	5.55828
99	5.55859
100	5.55865
101	5.55883
102	5.55924
103	5.55821
104	5.55778
105	5.55766
106	5.55761
107	5.55738
108	5.5576
109	5.55758
110	5.55758
111	5.55781
112	5.55742
113	5.55564
114	5.55558
115	5.55557
116	5.5582
117	5.5549
118	5.55705
Finished writing Internal Node Voltage Phase Angles
