
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	2.9896
2	2.98972
3	2.98977
4	2.99043
5	2.99051
6	2.99004
7	2.98997
8	2.99138
9	2.99253
10	2.99374
11	2.98999
12	2.98992
13	2.98977
14	2.98982
15	2.98984
16	2.98989
17	2.99027
18	2.98989
19	2.98981
20	2.98993
21	2.99017
22	2.99059
23	2.99142
24	2.99152
25	2.99247
26	2.99275
27	2.99043
28	2.99016
29	2.99001
30	2.99111
31	2.99004
32	2.99035
33	2.98986
34	2.99011
35	2.99004
36	2.99003
37	2.99021
38	2.99098
39	2.98994
40	2.98995
41	2.9899
42	2.99026
43	2.99004
44	2.99038
45	2.99065
46	2.99111
47	2.99152
48	2.99138
49	2.99156
50	2.99115
51	2.99064
52	2.99046
53	2.99028
54	2.99042
55	2.99037
56	2.99041
57	2.99065
58	2.99049
59	2.9911
60	2.99176
61	2.99191
62	2.99182
63	2.99174
64	2.99207
65	2.99275
66	2.99263
67	2.9921
68	2.99293
69	2.9932
70	2.99194
71	2.9919
72	2.99172
73	2.9919
74	2.99174
75	2.99196
76	2.99176
77	2.99271
78	2.99265
79	2.99271
80	2.99316
81	2.99301
82	2.99292
83	2.99316
84	2.99362
85	2.99391
86	2.99369
87	2.99376
88	2.99451
89	2.99527
90	2.99461
91	2.99443
92	2.99414
93	2.99363
94	2.99329
95	2.99306
96	2.993
97	2.99301
98	2.99301
99	2.9933
100	2.99336
101	2.99353
102	2.99392
103	2.99292
104	2.99249
105	2.99237
106	2.99232
107	2.99209
108	2.9923
109	2.99228
110	2.99229
111	2.99252
112	2.99213
113	2.99028
114	2.99029
115	2.99028
116	2.99293
117	2.98964
118	2.99178
Finished writing Internal Node Voltage Phase Angles
