
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119294 MW
2	-0.390706 MW
3	-0.319294 MW
4	-0.68683 MW
5	-0.0938757 MW
6	-0.940687 MW
7	0.640688 MW
8	0.865014 MW
9	3.24892 MW
10	0.756393 MW
11	0.345014 MW
12	0.155014 MW
13	-3.77075 MW
14	0.521826 MW
15	-3.77075 MW
16	0.386301 MW
17	0.31078 MW
18	0.132876 MW
19	0.0375176 MW
20	0.2 MW
21	-0.0292198 MW
22	-0.00712373 MW
23	-0.987285 MW
24	0.0682217 MW
25	-0.0172807 MW
26	-0.212482 MW
27	0.755634 MW
28	2.17692 MW
29	0.145846 MW
30	-0.0343239 MW
31	0.155634 MW
32	-0.104154 MW
33	-0.121991 MW
34	-0.284154 MW
35	-0.424154 MW
36	-0.524154 MW
37	-0.203403 MW
38	-1.31842 MW
39	0.927674 MW
40	-0.101702 MW
41	-0.101702 MW
42	0.727105 MW
43	1.25215 MW
44	1.90403 MW
45	0.322842 MW
46	0.110389 MW
47	0.198918 MW
48	0.152842 MW
49	-0.0871583 MW
50	0.248931 MW
51	-0.312656 MW
52	0.034324 MW
53	0.101082 MW
54	-0.247281 MW
55	0.290082 MW
56	-1.04466 MW
57	0.042593 MW
58	0.0199178 MW
59	-0.349917 MW
60	2.05075 MW
61	0.254194 MW
62	0.154693 MW
63	-1.80182 MW
64	-0.0158055 MW
65	0.105717 MW
66	-0.16683 MW
67	-0.264283 MW
68	-0.400556 MW
69	-0.400556 MW
70	-0.137407 MW
71	-0.297407 MW
72	-0.341467 MW
73	-0.48594 MW
74	-0.320372 MW
75	-0.141887 MW
76	-0.0543158 MW
77	-0.606056 MW
78	-0.341887 MW
79	0.532478 MW
80	0.724582 MW
81	0.379837 MW
82	0.377227 MW
83	-1.17441 MW
84	-1.17441 MW
85	-0.509159 MW
86	0.362478 MW
87	0.41 MW
88	0.144582 MW
89	0.23 MW
91	0.0790552 MW
92	0.237162 MW
93	-0.286942 MW
94	-0.220153 MW
95	-0.330792 MW
96	-0.242478 MW
97	-0.0245822 MW
98	-0.271158 MW
99	-0.284773 MW
100	-0.452761 MW
101	-0.539712 MW
102	1.65239 MW
103	-1.13381 MW
104	-0.0989475 MW
105	0.259455 MW
106	0.592277 MW
107	-0.370204 MW
108	-0.239288 MW
109	-1.65239 MW
110	-2.24466 MW
111	0.343592 MW
112	-1.11372 MW
113	0.519288 MW
114	-0.716394 MW
115	-0.397329 MW
116	-2.07389e-06 MW
117	0.993611 MW
118	1.01557 MW
119	0.486336 MW
120	0.101702 MW
121	0.146439 MW
122	-0.0162316 MW
123	0.101702 MW
124	0 MW
125	-0.533561 MW
126	-0.374087 MW
127	0.369868 MW
128	-0.640132 MW
129	-0.0398681 MW
130	0.461041 MW
131	-0.934856 MW
132	-0.431814 MW
133	-0.232254 MW
134	-0.24896 MW
135	-0.63896 MW
136	-0.397329 MW
137	0.0847385 MW
138	0.157765 MW
139	0.131738 MW
140	-0.0802344 MW
141	-0.581559 MW
142	-0.190695 MW
143	-0.315663 MW
144	-0.465896 MW
145	-0.425663 MW
146	0.176482 MW
147	-0.554925 MW
148	-0.753116 MW
149	-0.0335176 MW
150	-1.03493 MW
151	0.320557 MW
152	0.60446 MW
153	1.79869 MW
154	0.574535 MW
155	0.145016 MW
156	0.145016 MW
157	0.618995 MW
158	0.5634 MW
159	0.275054 MW
160	0.410796 MW
161	0.498995 MW
162	0.546091 MW
163	0.352101 MW
164	-0.135796 MW
165	0.126091 MW
166	-0.00776474 MW
167	-0.208263 MW
168	-0.0802344 MW
169	-0.140796 MW
170	0.848115 MW
171	0.427917 MW
172	0.457134 MW
173	-0.360796 MW
174	0.270007 MW
175	0.337148 MW
176	0.346136 MW
177	0.317924 MW
178	0.098191 MW
179	0.154675 MW
180	0.0922063 MW
181	0.125325 MW
182	0.0722064 MW
183	-0.00779355 MW
184	-0.301658 MW
185	0.25 MW
186	0.0210819 MW
Finished writing Internal Transmission lines' MW Flows
