
The Optimal Objective value (Generation Dispatch cost) is: 104092

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	4.54985e-16 MW
2	4.54985e-16 MW
3	4.54985e-16 MW
4	4.54985e-16 MW
5	3.77065 MW
6	0.71223 MW
7	4.54985e-16 MW
8	4.54985e-16 MW
9	4.54985e-16 MW
10	4.54985e-16 MW
11	1.84342 MW
12	2.63106 MW
13	4.54985e-16 MW
14	0.0586543 MW
15	4.54985e-16 MW
16	4.54985e-16 MW
17	4.54985e-16 MW
18	4.54985e-16 MW
19	4.54985e-16 MW
20	0.159204 MW
21	1.70935 MW
22	0.402201 MW
23	4.54985e-16 MW
24	4.54985e-16 MW
25	1.29877 MW
26	1.34067 MW
27	4.54985e-16 MW
28	3.27626 MW
29	3.28464 MW
30	4.32701 MW
31	4.54985e-16 MW
32	4.54985e-16 MW
33	4.54985e-16 MW
34	4.54985e-16 MW
35	4.54985e-16 MW
36	4.54985e-16 MW
37	3.99686 MW
38	4.54985e-16 MW
39	0.0335167 MW
40	5.08615 MW
41	4.54985e-16 MW
42	4.54985e-16 MW
43	4.54985e-16 MW
44	4.54985e-16 MW
45	2.11155 MW
46	0.335167 MW
47	4.54985e-16 MW
48	4.54985e-16 MW
49	4.54985e-16 MW
50	4.54985e-16 MW
51	0.30165 MW
52	4.54985e-16 MW
53	4.54985e-16 MW
54	4.54985e-16 MW
Finished writing Power Generation
