
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	2.98433
2	2.98445
3	2.9845
4	2.98516
5	2.98524
6	2.98477
7	2.9847
8	2.98611
9	2.98726
10	2.98847
11	2.98472
12	2.98465
13	2.9845
14	2.98455
15	2.98457
16	2.98462
17	2.985
18	2.98462
19	2.98454
20	2.98466
21	2.9849
22	2.98531
23	2.98614
24	2.98624
25	2.9872
26	2.98748
27	2.98516
28	2.98488
29	2.98474
30	2.98584
31	2.98477
32	2.98507
33	2.98459
34	2.98485
35	2.98478
36	2.98477
37	2.98495
38	2.98571
39	2.98457
40	2.98451
41	2.98448
42	2.98487
43	2.98477
44	2.98508
45	2.98534
46	2.9858
47	2.98621
48	2.98607
49	2.98624
50	2.98583
51	2.98532
52	2.98515
53	2.98497
54	2.98511
55	2.98506
56	2.98509
57	2.98534
58	2.98518
59	2.98579
60	2.98645
61	2.98661
62	2.98651
63	2.98643
64	2.98677
65	2.98745
66	2.98732
67	2.98679
68	2.98763
69	2.9879
70	2.98664
71	2.9866
72	2.98643
73	2.9866
74	2.98644
75	2.98666
76	2.98646
77	2.98741
78	2.98735
79	2.98741
80	2.98786
81	2.98771
82	2.9876
83	2.98782
84	2.98823
85	2.98851
86	2.98829
87	2.98836
88	2.98907
89	2.98981
90	2.98921
91	2.98909
92	2.9889
93	2.98838
94	2.98801
95	2.98777
96	2.9877
97	2.98771
98	2.98772
99	2.98802
100	2.98809
101	2.98827
102	2.98867
103	2.98764
104	2.98722
105	2.9871
106	2.98704
107	2.98681
108	2.98703
109	2.98701
110	2.98702
111	2.98724
112	2.98686
113	2.98501
114	2.98501
115	2.98501
116	2.98763
117	2.98437
118	2.98648
Finished writing Internal Node Voltage Phase Angles
