
The Optimal Objective value (Generation Dispatch cost) is: 104097

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	9.42954e-13 MW
2	9.42965e-13 MW
3	9.42965e-13 MW
4	9.42966e-13 MW
5	3.77074 MW
6	0.712259 MW
7	9.42965e-13 MW
8	9.42965e-13 MW
9	9.42965e-13 MW
10	9.42966e-13 MW
11	1.84347 MW
12	2.63114 MW
13	9.42965e-13 MW
14	0.058657 MW
15	9.42965e-13 MW
16	9.42957e-13 MW
17	9.42965e-13 MW
18	9.42965e-13 MW
19	9.42966e-13 MW
20	0.159211 MW
21	1.70941 MW
22	0.402219 MW
23	9.42966e-13 MW
24	9.42966e-13 MW
25	1.29882 MW
26	1.34071 MW
27	9.42966e-13 MW
28	3.27635 MW
29	3.28472 MW
30	4.3271 MW
31	9.42952e-13 MW
32	9.42966e-13 MW
33	9.42966e-13 MW
34	9.42966e-13 MW
35	9.42966e-13 MW
36	9.42961e-13 MW
37	3.99695 MW
38	9.42967e-13 MW
39	0.0335182 MW
40	5.08623 MW
41	9.42963e-13 MW
42	9.42967e-13 MW
43	9.42967e-13 MW
44	9.42967e-13 MW
45	2.11162 MW
46	0.335182 MW
47	9.42966e-13 MW
48	9.42966e-13 MW
49	9.42966e-13 MW
50	9.42966e-13 MW
51	0.301663 MW
52	9.42966e-13 MW
53	9.42965e-13 MW
54	9.42967e-13 MW
Finished writing Power Generation
