
The Optimal Objective value (Generation Dispatch cost) is: 104111

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	1.04629e-15 MW
2	1.04629e-15 MW
3	1.04629e-15 MW
4	1.04629e-15 MW
5	3.77117 MW
6	0.712329 MW
7	1.04629e-15 MW
8	1.04629e-15 MW
9	1.04629e-15 MW
10	1.04629e-15 MW
11	1.84367 MW
12	2.63143 MW
13	1.04629e-15 MW
14	0.0586624 MW
15	1.04629e-15 MW
16	1.04629e-15 MW
17	1.04629e-15 MW
18	1.04629e-15 MW
19	1.04629e-15 MW
20	0.159226 MW
21	1.70959 MW
22	0.402257 MW
23	1.04629e-15 MW
24	1.04629e-15 MW
25	1.29895 MW
26	1.34085 MW
27	1.04629e-15 MW
28	3.27672 MW
29	3.28509 MW
30	4.32761 MW
31	1.04629e-15 MW
32	1.04629e-15 MW
33	1.04629e-15 MW
34	1.04629e-15 MW
35	1.04629e-15 MW
36	1.04629e-15 MW
37	3.99741 MW
38	1.04629e-15 MW
39	0.0335213 MW
40	5.08686 MW
41	1.04629e-15 MW
42	1.04629e-15 MW
43	1.04629e-15 MW
44	1.04629e-15 MW
45	2.11185 MW
46	0.335213 MW
47	1.04629e-15 MW
48	1.04629e-15 MW
49	1.04629e-15 MW
50	1.04629e-15 MW
51	0.301692 MW
52	1.04629e-15 MW
53	1.04629e-15 MW
54	1.04629e-15 MW
Finished writing Power Generation
