
The Optimal Objective value (Generation Dispatch cost) is: 104095

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	9.12802e-13 MW
2	9.12802e-13 MW
3	9.12802e-13 MW
4	9.12803e-13 MW
5	3.77075 MW
6	0.712248 MW
7	9.12802e-13 MW
8	9.12802e-13 MW
9	9.12802e-13 MW
10	9.12802e-13 MW
11	1.84347 MW
12	2.63113 MW
13	9.12802e-13 MW
14	0.0586558 MW
15	9.12802e-13 MW
16	9.12802e-13 MW
17	9.12802e-13 MW
18	9.12802e-13 MW
19	9.12802e-13 MW
20	0.159208 MW
21	1.70939 MW
22	0.402211 MW
23	9.12802e-13 MW
24	9.12802e-13 MW
25	1.2988 MW
26	1.3407 MW
27	9.12803e-13 MW
28	3.27635 MW
29	3.28472 MW
30	4.32712 MW
31	9.12803e-13 MW
32	9.12803e-13 MW
33	9.12803e-13 MW
34	9.12803e-13 MW
35	9.12803e-13 MW
36	9.12803e-13 MW
37	3.99696 MW
38	9.12804e-13 MW
39	0.0335175 MW
40	5.08628 MW
41	9.12804e-13 MW
42	9.12804e-13 MW
43	9.12804e-13 MW
44	9.12804e-13 MW
45	2.11161 MW
46	0.335175 MW
47	9.12803e-13 MW
48	9.12803e-13 MW
49	9.12803e-13 MW
50	9.12802e-13 MW
51	0.301658 MW
52	9.12802e-13 MW
53	9.12802e-13 MW
54	9.12803e-13 MW
Finished writing Power Generation
