
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119263 MW
2	-0.390737 MW
3	-0.319263 MW
4	-0.686902 MW
5	-0.0938356 MW
6	-0.940819 MW
7	0.640819 MW
8	0.865144 MW
9	3.24941 MW
10	0.756541 MW
11	0.345144 MW
12	0.155144 MW
13	-3.77075 MW
14	0.521344 MW
15	-3.77075 MW
16	0.386508 MW
17	0.310852 MW
18	0.132947 MW
19	0.0378565 MW
20	0.2 MW
21	-0.0291481 MW
22	-0.00705343 MW
23	-0.985669 MW
24	0.0690377 MW
25	-0.0195703 MW
26	-0.212144 MW
27	0.755249 MW
28	2.18055 MW
29	0.148874 MW
30	-0.0313876 MW
31	0.155249 MW
32	-0.101178 MW
33	-0.124535 MW
34	-0.281178 MW
35	-0.421178 MW
36	-0.521178 MW
37	-0.187456 MW
38	-1.32585 MW
39	0.922128 MW
40	-0.0937278 MW
41	-0.0937278 MW
42	0.734112 MW
43	1.25173 MW
44	1.89702 MW
45	0.321958 MW
46	0.110695 MW
47	0.199076 MW
48	0.151958 MW
49	-0.0880417 MW
50	0.237816 MW
51	-0.310512 MW
52	0.0313877 MW
53	0.100923 MW
54	-0.24957 MW
55	0.289926 MW
56	-1.04611 MW
57	0.0416533 MW
58	0.0200742 MW
59	-0.350075 MW
60	2.05236 MW
61	0.253046 MW
62	0.153554 MW
63	-1.81454 MW
64	-0.0169543 MW
65	0.104575 MW
66	-0.167975 MW
67	-0.265425 MW
68	-0.4017 MW
69	-0.4017 MW
70	-0.138347 MW
71	-0.298347 MW
72	-0.340736 MW
73	-0.487611 MW
74	-0.317929 MW
75	-0.143598 MW
76	-0.0658356 MW
77	-0.592094 MW
78	-0.343598 MW
79	0.540474 MW
80	0.668046 MW
81	0.390821 MW
82	0.388135 MW
83	-1.17678 MW
84	-1.17678 MW
85	-0.494966 MW
86	0.370473 MW
87	0.292986 MW
88	0.20506 MW
89	0.112986 MW
90	-0.117014 MW
91	0.0694097 MW
92	0.160776 MW
93	-0.29603 MW
94	-0.223302 MW
95	-0.337288 MW
96	-0.250473 MW
97	-0.0850595 MW
98	-0.276554 MW
99	-0.290439 MW
100	-0.457894 MW
101	-0.544949 MW
102	1.66866 MW
103	-1.13686 MW
104	-0.10103 MW
105	0.257443 MW
106	0.598553 MW
107	-0.372254 MW
108	-0.241333 MW
109	-1.66866 MW
110	-2.26721 MW
111	0.352422 MW
112	-1.15783 MW
113	0.521333 MW
114	-0.558327 MW
115	-0.5995 MW
116	-4.49742e-06 MW
117	1.01126 MW
118	1.05534 MW
119	0.615136 MW
120	0.0937277 MW
121	0.161533 MW
122	0.0022766 MW
123	0.0937278 MW
124	-9.7817e-13 MW
125	-0.518467 MW
126	-0.333281 MW
127	0.402432 MW
128	-0.607568 MW
129	-0.0724316 MW
130	0.177257 MW
132	-0.721543 MW
133	-0.391428 MW
134	-0.532743 MW
135	-0.922743 MW
136	-0.5995 MW
137	0.139391 MW
138	0.212447 MW
139	0.156669 MW
140	-0.0553285 MW
141	-0.610596 MW
142	-0.320831 MW
143	-0.328152 MW
144	-0.482444 MW
145	-0.438152 MW
146	0.176482 MW
147	-0.569436 MW
148	-0.767643 MW
149	-0.0335176 MW
150	-1.04944 MW
151	0.319331 MW
152	0.602148 MW
153	1.77937 MW
154	0.568362 MW
155	0.141479 MW
156	0.141479 MW
157	0.613596 MW
158	0.558001 MW
159	0.26595 MW
160	0.401663 MW
161	0.493596 MW
162	0.555862 MW
163	0.363131 MW
164	-0.167396 MW
165	0.135862 MW
166	-0.0624474 MW
167	-0.183331 MW
168	-0.0553285 MW
169	-0.131663 MW
170	0.848115 MW
171	0.427917 MW
172	0.457134 MW
173	-0.351663 MW
174	0.270007 MW
175	0.337148 MW
176	0.346136 MW
177	0.317924 MW
178	0.098191 MW
179	0.154675 MW
180	0.0922064 MW
181	0.125325 MW
182	0.0722063 MW
183	-0.00779362 MW
184	-0.301658 MW
185	0.25 MW
186	0.0209229 MW
Finished writing Internal Transmission lines' MW Flows
