
The Optimal Objective value (Generation Dispatch cost) is: 104083

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	2.37313e-15 MW
2	2.37313e-15 MW
3	2.37313e-15 MW
4	2.3731e-15 MW
5	3.77035 MW
6	0.712187 MW
7	2.37313e-15 MW
8	2.37313e-15 MW
9	2.37311e-15 MW
10	2.37313e-15 MW
11	1.8433 MW
12	2.63087 MW
13	2.37313e-15 MW
14	0.0586509 MW
15	2.37313e-15 MW
16	2.37313e-15 MW
17	2.37313e-15 MW
18	2.37313e-15 MW
19	2.37309e-15 MW
20	0.159195 MW
21	1.70924 MW
22	0.402178 MW
23	2.37313e-15 MW
24	2.37311e-15 MW
25	1.29869 MW
26	1.34058 MW
27	2.37313e-15 MW
28	3.27602 MW
29	3.28438 MW
30	4.32666 MW
31	2.37313e-15 MW
32	2.37313e-15 MW
33	2.37313e-15 MW
34	2.37311e-15 MW
35	2.37313e-15 MW
36	2.37313e-15 MW
37	3.99654 MW
38	2.37313e-15 MW
39	0.0335146 MW
40	5.08571 MW
41	2.37313e-15 MW
42	2.37313e-15 MW
43	2.37313e-15 MW
44	2.37312e-15 MW
45	2.11141 MW
46	0.335148 MW
47	2.37313e-15 MW
48	2.37313e-15 MW
49	2.37312e-15 MW
50	2.37313e-15 MW
51	0.301633 MW
52	2.37313e-15 MW
53	2.37313e-15 MW
54	2.37311e-15 MW
Finished writing Power Generation
