
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	2.99401
2	2.99413
3	2.99418
4	2.99484
5	2.99492
6	2.99445
7	2.99438
8	2.99579
9	2.99694
10	2.99815
11	2.9944
12	2.99433
13	2.99418
14	2.99423
15	2.99425
16	2.9943
17	2.99468
18	2.9943
19	2.99422
20	2.99434
21	2.99458
22	2.99499
23	2.99581
24	2.99591
25	2.99688
26	2.99716
27	2.99484
28	2.99456
29	2.99442
30	2.99552
31	2.99445
32	2.99475
33	2.99427
34	2.99453
35	2.99445
36	2.99445
37	2.99463
38	2.9954
39	2.99436
40	2.99437
41	2.99432
42	2.99468
43	2.99446
44	2.9948
45	2.99507
46	2.99553
47	2.99593
48	2.9958
49	2.99597
50	2.99557
51	2.99506
52	2.99489
53	2.9947
54	2.99484
55	2.99479
56	2.99483
57	2.99507
58	2.99491
59	2.99552
60	2.99619
61	2.99634
62	2.99624
63	2.99617
64	2.9965
65	2.99719
66	2.99705
67	2.99653
68	2.99737
69	2.99758
70	2.99629
71	2.99626
72	2.99609
73	2.99626
74	2.99608
75	2.99629
76	2.99606
77	2.99696
78	2.99693
79	2.99706
80	2.99771
81	2.99749
82	2.99729
83	2.99751
84	2.99795
85	2.99823
86	2.99801
87	2.99808
88	2.99881
89	2.99956
90	2.99896
91	2.99884
92	2.99866
93	2.99814
94	2.99778
95	2.99753
96	2.99746
97	2.99752
98	2.99754
99	2.99783
100	2.99787
101	2.99804
102	2.99843
103	2.99743
104	2.997
105	2.99688
106	2.99683
107	2.9966
108	2.99681
109	2.99679
110	2.9968
111	2.99703
112	2.99664
113	2.99469
114	2.99469
115	2.99469
116	2.99737
117	2.99405
118	2.9961
Finished writing Internal Node Voltage Phase Angles
