
The Optimal Objective value (Generation Dispatch cost) is: 104116

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	1.41185e-18 MW
2	1.41185e-18 MW
3	1.41185e-18 MW
4	1.41185e-18 MW
5	3.77132 MW
6	0.712356 MW
7	1.41185e-18 MW
8	1.41185e-18 MW
9	1.41185e-18 MW
10	1.41185e-18 MW
11	1.84374 MW
12	2.63153 MW
13	1.41185e-18 MW
14	0.0586646 MW
15	1.41185e-18 MW
16	1.41185e-18 MW
17	1.41185e-18 MW
18	1.41185e-18 MW
19	1.41185e-18 MW
20	0.159232 MW
21	1.70965 MW
22	0.402272 MW
23	1.41185e-18 MW
24	1.41185e-18 MW
25	1.299 MW
26	1.3409 MW
27	1.41185e-18 MW
28	3.27684 MW
29	3.28522 MW
30	4.32778 MW
31	1.41185e-18 MW
32	1.41185e-18 MW
33	1.41185e-18 MW
34	1.41185e-18 MW
35	1.41185e-18 MW
36	1.41185e-18 MW
37	3.99756 MW
38	1.41185e-18 MW
39	0.0335226 MW
40	5.08705 MW
41	1.41185e-18 MW
42	1.41185e-18 MW
43	1.41185e-18 MW
44	1.41185e-18 MW
45	2.11193 MW
46	0.335226 MW
47	1.41185e-18 MW
48	1.41185e-18 MW
49	1.41185e-18 MW
50	1.41185e-18 MW
51	0.301703 MW
52	1.41185e-18 MW
53	1.41185e-18 MW
54	1.41185e-18 MW
Finished writing Power Generation
