
The Optimal Objective value (Generation Dispatch cost) is: 104098

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	8.99896e-13 MW
2	8.99896e-13 MW
3	8.99896e-13 MW
4	8.9988e-13 MW
5	3.77073 MW
6	0.712271 MW
7	8.99896e-13 MW
8	8.99896e-13 MW
9	8.99866e-13 MW
10	8.99897e-13 MW
11	1.8435 MW
12	2.63115 MW
13	8.99897e-13 MW
14	0.058658 MW
15	8.99897e-13 MW
16	8.99896e-13 MW
17	8.99896e-13 MW
18	8.99897e-13 MW
19	8.99856e-13 MW
20	0.159214 MW
21	1.70943 MW
22	0.402225 MW
23	8.99897e-13 MW
24	8.99869e-13 MW
25	1.29884 MW
26	1.34073 MW
27	8.99897e-13 MW
28	3.27635 MW
29	3.28471 MW
30	4.32707 MW
31	8.99898e-13 MW
32	8.99897e-13 MW
33	8.99897e-13 MW
34	8.99889e-13 MW
35	8.99898e-13 MW
36	8.99898e-13 MW
37	3.99693 MW
38	8.99899e-13 MW
39	0.0335185 MW
40	5.08618 MW
41	8.99899e-13 MW
42	8.99899e-13 MW
43	8.99898e-13 MW
44	8.99883e-13 MW
45	2.11164 MW
46	0.335188 MW
47	8.99898e-13 MW
48	8.99897e-13 MW
49	8.99891e-13 MW
50	8.99897e-13 MW
51	0.301669 MW
52	8.99897e-13 MW
53	8.99897e-13 MW
54	8.99863e-13 MW
Finished writing Power Generation
