
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.119147 MW
2	-0.390853 MW
3	-0.319147 MW
4	-0.687166 MW
5	-0.0936876 MW
6	-0.94128 MW
7	0.641281 MW
8	0.865624 MW
9	3.25113 MW
10	0.757061 MW
11	0.345624 MW
12	0.155624 MW
13	-3.77075 MW
14	0.519621 MW
15	-3.77075 MW
16	0.387364 MW
17	0.310978 MW
18	0.133034 MW
19	0.0393688 MW
20	0.2 MW
21	-0.0290224 MW
22	-0.00696625 MW
23	-0.97708 MW
24	0.0723267 MW
25	-0.0312356 MW
26	-0.210631 MW
27	0.752786 MW
28	2.19559 MW
29	0.16289 MW
30	-0.0177999 MW
31	0.152786 MW
32	-0.0872832 MW
33	-0.137604 MW
34	-0.267283 MW
35	-0.407283 MW
36	-0.507283 MW
37	-0.113936 MW
38	-1.35989 MW
39	0.896546 MW
40	-0.0569678 MW
41	-0.0569678 MW
42	0.766133 MW
43	1.24971 MW
44	1.865 MW
45	0.317857 MW
46	0.112065 MW
47	0.199786 MW
48	0.147857 MW
49	-0.0921431 MW
50	0.189033 MW
51	-0.300597 MW
52	0.0178 MW
53	0.100213 MW
54	-0.261236 MW
55	0.289821 MW
56	-1.04709 MW
57	0.0296613 MW
58	0.0201797 MW
59	-0.35018 MW
60	2.04528 MW
61	0.243092 MW
62	0.14369 MW
63	-1.85625 MW
64	-0.0269077 MW
65	0.0946853 MW
66	-0.177903 MW
67	-0.275315 MW
68	-0.411609 MW
69	-0.411609 MW
70	-0.150339 MW
71	-0.310339 MW
72	-0.349262 MW
73	-0.491076 MW
74	-0.328591 MW
75	-0.141462 MW
76	-0.0359869 MW
77	-0.632604 MW
78	-0.341463 MW
79	0.543665 MW
80	0.671907 MW
81	0.394093 MW
82	0.391385 MW
83	-1.15897 MW
84	-1.15897 MW
85	-0.535458 MW
86	0.373665 MW
87	0.294196 MW
88	0.207711 MW
89	0.114196 MW
90	-0.115804 MW
91	0.0703784 MW
92	0.163944 MW
93	-0.292437 MW
94	-0.225833 MW
95	-0.333789 MW
96	-0.253665 MW
97	-0.0877113 MW
98	-0.273393 MW
99	-0.287119 MW
100	-0.45585 MW
101	-0.542703 MW
102	1.65938 MW
103	-1.13387 MW
104	-0.10198 MW
105	0.25495 MW
106	0.590821 MW
107	-0.373977 MW
108	-0.243053 MW
109	-1.65938 MW
110	-2.2502 MW
111	0.320246 MW
112	-1.15035 MW
113	0.523053 MW
114	-0.992551 MW
115	-0.157793 MW
116	-8.69395e-07 MW
117	1.3903 MW
119	0.776213 MW
120	0.0569678 MW
121	0.364816 MW
122	0.251551 MW
123	0.0569678 MW
124	-9.7817e-13 MW
125	-0.315184 MW
126	-0.668532 MW
127	0.1349 MW
128	-0.8751 MW
129	0.1951 MW
130	0.411055 MW
131	-1.04534 MW
132	-0.482847 MW
133	-0.26029 MW
134	-0.298945 MW
135	-0.688945 MW
136	-0.157793 MW
137	0.0943649 MW
138	0.167396 MW
139	0.136129 MW
140	-0.0758475 MW
141	-0.586673 MW
142	-0.213617 MW
143	-0.317863 MW
144	-0.46881 MW
145	-0.427863 MW
146	0.176482 MW
147	-0.557481 MW
148	-0.755675 MW
149	-0.0335176 MW
150	-1.03748 MW
151	0.320341 MW
152	0.604053 MW
153	1.79529 MW
154	0.573448 MW
155	0.144393 MW
156	0.144393 MW
157	0.618044 MW
158	0.562449 MW
159	0.273451 MW
160	0.409187 MW
161	0.498044 MW
162	0.547812 MW
163	0.354044 MW
164	-0.141362 MW
165	0.127812 MW
166	-0.0173964 MW
167	-0.203871 MW
168	-0.0758475 MW
169	-0.139187 MW
170	0.848115 MW
171	0.427917 MW
172	0.457134 MW
173	-0.359187 MW
174	0.270007 MW
175	0.337148 MW
176	0.346136 MW
177	0.317924 MW
178	0.098191 MW
179	0.154675 MW
180	0.0922064 MW
181	0.125325 MW
182	0.0722063 MW
183	-0.00779364 MW
184	-0.301658 MW
185	0.25 MW
186	0.0202135 MW
Finished writing Internal Transmission lines' MW Flows
