
The Optimal Objective value (Generation Dispatch cost) is: 104102

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	1.97673e-17 MW
2	1.97673e-17 MW
3	1.97673e-17 MW
4	1.97673e-17 MW
5	3.77094 MW
6	0.712284 MW
7	1.97673e-17 MW
8	1.97673e-17 MW
9	1.97673e-17 MW
10	1.97673e-17 MW
11	1.84356 MW
12	2.63126 MW
13	1.97673e-17 MW
14	0.0586588 MW
15	1.97673e-17 MW
16	1.97673e-17 MW
17	1.97673e-17 MW
18	1.97673e-17 MW
19	1.97673e-17 MW
20	0.159216 MW
21	1.70948 MW
22	0.402232 MW
23	1.97673e-17 MW
24	1.97673e-17 MW
25	1.29887 MW
26	1.34077 MW
27	1.97673e-17 MW
28	3.27651 MW
29	3.28489 MW
30	4.32734 MW
31	1.97673e-17 MW
32	1.97673e-17 MW
33	1.97673e-17 MW
34	1.97673e-17 MW
35	1.97673e-17 MW
36	1.97673e-17 MW
37	3.99716 MW
38	1.97673e-17 MW
39	0.0335193 MW
40	5.08654 MW
41	1.97673e-17 MW
42	1.97673e-17 MW
43	1.97673e-17 MW
44	1.97673e-17 MW
45	2.11171 MW
46	0.335192 MW
47	1.97673e-17 MW
48	1.97673e-17 MW
49	1.97673e-17 MW
50	1.97673e-17 MW
51	0.301673 MW
52	1.97673e-17 MW
53	1.97673e-17 MW
54	1.97673e-17 MW
Finished writing Power Generation
