
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.10662 MW
2	-0.40338 MW
3	-0.30662 MW
4	-0.715656 MW
5	-0.0777242 MW
6	-0.988384 MW
7	0.688384 MW
8	0.71 MW
9	3.22413 MW
10	0.810089 MW
11	0.19 MW
13	-3.77075 MW
14	0.546622 MW
15	-3.77075 MW
16	0.490145 MW
17	0.308328 MW
18	0.122286 MW
19	0.025764 MW
20	0.2 MW
21	-0.0316721 MW
22	-0.0177144 MW
23	-0.993764 MW
24	0.0641418 MW
25	-0.0197648 MW
26	-0.224236 MW
27	0.75686 MW
28	2.19467 MW
29	0.144951 MW
30	-0.0351403 MW
31	0.15686 MW
32	-0.105013 MW
33	-0.123985 MW
34	-0.285013 MW
35	-0.425013 MW
36	-0.525013 MW
37	-0.203535 MW
38	-1.31985 MW
39	0.928376 MW
40	-0.101767 MW
41	-0.101767 MW
42	0.729543 MW
43	1.25316 MW
44	1.90159 MW
45	0.323225 MW
46	0.110801 MW
47	0.199132 MW
48	0.153225 MW
49	-0.0867753 MW
50	0.25354 MW
51	-0.313168 MW
52	0.0351403 MW
53	0.100868 MW
54	-0.249765 MW
55	0.289984 MW
56	-1.04557 MW
57	0.0416005 MW
58	0.0200156 MW
59	-0.350016 MW
60	2.05238 MW
61	0.253261 MW
62	0.153767 MW
63	-1.79884 MW
64	-0.0167394 MW
65	0.104789 MW
66	-0.167761 MW
67	-0.265211 MW
68	-0.401486 MW
69	-0.401486 MW
70	-0.138399 MW
71	-0.298399 MW
72	-0.341734 MW
73	-0.486665 MW
74	-0.320227 MW
75	-0.142299 MW
76	-0.0561891 MW
77	-0.604038 MW
78	-0.342299 MW
79	0.542058 MW
80	0.669963 MW
81	0.392446 MW
82	0.389749 MW
83	-1.16794 MW
84	-1.16794 MW
85	-0.507067 MW
86	0.372058 MW
87	0.293587 MW
88	0.206376 MW
89	0.113587 MW
90	-0.116413 MW
91	0.0698905 MW
92	0.162349 MW
93	-0.294246 MW
94	-0.224558 MW
95	-0.335551 MW
96	-0.252058 MW
97	-0.086376 MW
98	-0.274985 MW
99	-0.288791 MW
100	-0.45688 MW
101	-0.543834 MW
102	1.66405 MW
103	-1.13538 MW
104	-0.101502 MW
105	0.256206 MW
106	0.594715 MW
107	-0.373109 MW
108	-0.242187 MW
109	-1.66405 MW
110	-2.25877 MW
111	0.336449 MW
112	-1.1177 MW
113	0.522187 MW
114	-0.719578 MW
115	-0.398126 MW
116	-3.47519e-07 MW
117	0.993787 MW
118	1.01579 MW
119	0.486874 MW
120	0.101767 MW
121	0.146459 MW
122	-0.0162069 MW
123	0.101767 MW
124	-9.7817e-13 MW
125	-0.533541 MW
126	-0.373944 MW
127	0.369982 MW
128	-0.640018 MW
129	-0.0399821 MW
130	0.461206 MW
131	-0.934489 MW
132	-0.431645 MW
133	-0.232161 MW
134	-0.248794 MW
135	-0.638794 MW
136	-0.398126 MW
137	0.0847064 MW
138	0.157733 MW
139	0.131723 MW
140	-0.0802491 MW
141	-0.581542 MW
142	-0.190619 MW
143	-0.315656 MW
144	-0.465886 MW
145	-0.425656 MW
146	0.176482 MW
147	-0.554917 MW
148	-0.753107 MW
149	-0.0335176 MW
150	-1.03492 MW
151	0.320557 MW
152	0.604461 MW
153	1.79871 MW
154	0.574539 MW
155	0.145018 MW
156	0.145018 MW
157	0.618999 MW
158	0.563404 MW
159	0.27506 MW
160	0.410801 MW
161	0.498999 MW
162	0.546086 MW
163	0.352094 MW
164	-0.135778 MW
165	0.126086 MW
166	-0.00773261 MW
167	-0.208277 MW
168	-0.0802491 MW
169	-0.140801 MW
170	0.848115 MW
171	0.427917 MW
172	0.457134 MW
173	-0.360801 MW
174	0.270007 MW
175	0.337148 MW
176	0.346136 MW
177	0.317924 MW
178	0.098191 MW
179	0.154675 MW
180	0.0922064 MW
181	0.125325 MW
182	0.0722064 MW
183	-0.00779363 MW
184	-0.301658 MW
185	0.25 MW
186	0.0208684 MW
Finished writing Internal Transmission lines' MW Flows
