
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	3.00855
2	3.00867
3	3.00872
4	3.00938
5	3.00946
6	3.00899
7	3.00892
8	3.01033
9	3.01148
10	3.01269
11	3.00894
12	3.00887
13	3.00872
14	3.00877
15	3.00879
16	3.00884
17	3.00922
18	3.00884
19	3.00876
20	3.00888
21	3.00912
22	3.00953
23	3.01037
24	3.01047
25	3.01142
26	3.0117
27	3.00938
28	3.00911
29	3.00896
30	3.01006
31	3.00899
32	3.0093
33	3.00881
34	3.00906
35	3.00899
36	3.00898
37	3.00916
38	3.00993
39	3.00889
40	3.0089
41	3.00885
42	3.00921
43	3.00899
44	3.00933
45	3.0096
46	3.01006
47	3.01047
48	3.01033
49	3.01051
50	3.0101
51	3.00959
52	3.00942
53	3.00923
54	3.00937
55	3.00932
56	3.00936
57	3.0096
58	3.00944
59	3.01005
60	3.01071
61	3.01086
62	3.01077
63	3.01069
64	3.01102
65	3.0117
66	3.01158
67	3.01105
68	3.01188
69	3.01215
70	3.01088
71	3.01085
72	3.01066
73	3.01085
74	3.01069
75	3.0109
76	3.0107
77	3.01164
78	3.01159
79	3.01165
80	3.01212
81	3.01197
82	3.01173
83	3.01197
84	3.01242
85	3.01271
86	3.01249
87	3.01256
88	3.01331
89	3.01407
90	3.01347
91	3.01335
92	3.01318
93	3.01268
94	3.01233
95	3.01211
96	3.01206
97	3.01202
98	3.01199
99	3.01231
100	3.01239
101	3.01256
102	3.01295
103	3.01194
104	3.01151
105	3.01139
106	3.01134
107	3.01111
108	3.01133
109	3.01131
110	3.01131
111	3.01154
112	3.01115
113	3.00923
114	3.00924
115	3.00923
116	3.01188
117	3.00859
118	3.01072
Finished writing Internal Node Voltage Phase Angles
