
****************** INTERNAL NODE VOLTAGE PHASE ANGLE VALUES *********************
NODE ID	VOLTAGE PHASE ANGLE
1	4.63455
2	4.63488
3	4.63476
4	4.6355
5	4.63557
6	4.63512
7	4.63505
8	4.63644
9	4.63759
10	4.63881
11	4.63507
12	4.635
13	4.63484
14	4.63491
15	4.63491
16	4.63497
17	4.63534
18	4.63496
19	4.63488
20	4.63501
21	4.63525
22	4.63566
23	4.63649
24	4.63659
25	4.63755
26	4.63782
27	4.63551
28	4.63523
29	4.63509
30	4.63618
31	4.63511
32	4.63542
33	4.63493
34	4.63518
35	4.63511
36	4.63511
37	4.63528
38	4.63605
39	4.63501
40	4.63502
41	4.63497
42	4.63533
43	4.63511
44	4.63545
45	4.63572
46	4.63619
47	4.63659
48	4.63645
49	4.63663
50	4.63622
51	4.63571
52	4.63554
53	4.63535
54	4.63549
55	4.63544
56	4.63548
57	4.63572
58	4.63556
59	4.63617
60	4.63683
61	4.63698
62	4.63689
63	4.63681
64	4.63714
65	4.63783
66	4.6377
67	4.63717
68	4.638
69	4.63827
70	4.63701
71	4.63697
72	4.63679
73	4.63697
74	4.63681
75	4.63703
76	4.63683
77	4.63778
78	4.63772
79	4.63778
80	4.63823
81	4.63808
82	4.63798
83	4.63819
84	4.63861
85	4.63888
86	4.63866
87	4.63873
88	4.63944
89	4.64018
90	4.63958
91	4.63946
92	4.63927
93	4.63875
94	4.63838
95	4.63815
96	4.63808
97	4.63808
98	4.63809
99	4.6384
100	4.63846
101	4.63864
102	4.63904
103	4.63802
104	4.63759
105	4.63747
106	4.63741
107	4.63718
108	4.6374
109	4.63738
110	4.63739
111	4.63762
112	4.63723
113	4.63535
114	4.63536
115	4.63536
116	4.638
117	4.63472
118	4.63685
Finished writing Internal Node Voltage Phase Angles
