
****************** INTERNAL TRANSMISSION LINES FLOWS *********************
TRANSMISSION LINE ID	MW FLOW
1	-0.0756672 MW
2	-0.434333 MW
3	-0.275667 MW
4	-0.786054 MW
5	-0.0382784 MW
6	-0.784655 MW
7	0.484666 MW
8	1.04527 MW
9	3.19672 MW
10	0.580741 MW
11	0.52527 MW
12	0.33527 MW
13	-3.77085 MW
14	0.574145 MW
15	-3.77085 MW
17	0.365407 MW
18	0.0792549 MW
19	-0.0156628 MW
20	0.2 MW
21	0.0254073 MW
22	-0.0607451 MW
23	-0.981926 MW
24	0.0669607 MW
25	-0.0203725 MW
26	-0.265663 MW
27	0.75279 MW
28	2.21733 MW
29	0.143468 MW
30	-0.0365111 MW
31	0.15279 MW
32	-0.105198 MW
33	-0.125052 MW
34	-0.285198 MW
35	-0.425198 MW
36	-0.525197 MW
37	-0.204072 MW
38	-1.32099 MW
39	0.92986 MW
40	-0.102036 MW
41	-0.102036 MW
42	0.731992 MW
43	1.25453 MW
44	1.89921 MW
45	0.323817 MW
46	0.111312 MW
47	0.199396 MW
48	0.153817 MW
49	-0.0861825 MW
50	0.256016 MW
51	-0.314058 MW
52	0.036511 MW
53	0.100603 MW
54	-0.250372 MW
55	0.289877 MW
56	-1.04655 MW
57	0.0416219 MW
58	0.0201219 MW
59	-0.350122 MW
60	2.05415 MW
61	0.253301 MW
62	0.153807 MW
63	-1.79814 MW
64	-0.0166992 MW
65	0.104829 MW
66	-0.167721 MW
67	-0.265171 MW
68	-0.401462 MW
69	-0.401462 MW
70	-0.138378 MW
71	-0.298378 MW
72	-0.341723 MW
73	-0.486657 MW
74	-0.320213 MW
75	-0.142297 MW
76	-0.0562143 MW
77	-0.604055 MW
78	-0.342306 MW
79	0.542062 MW
80	0.669945 MW
81	0.392423 MW
82	0.389726 MW
83	-1.16807 MW
84	-1.16807 MW
85	-0.507078 MW
86	0.372028 MW
87	0.293575 MW
88	0.206351 MW
89	0.113575 MW
90	-0.116425 MW
91	0.0698838 MW
92	0.162339 MW
93	-0.294276 MW
94	-0.224533 MW
95	-0.335581 MW
96	-0.252028 MW
97	-0.0863508 MW
98	-0.275011 MW
99	-0.28882 MW
100	-0.456894 MW
101	-0.543849 MW
102	1.66411 MW
103	-1.13539 MW
104	-0.101492 MW
105	0.256224 MW
106	0.59475 MW
107	-0.373096 MW
108	-0.242173 MW
109	-1.66411 MW
110	-2.25885 MW
111	0.336638 MW
112	-1.11719 MW
113	0.522174 MW
114	-0.719377 MW
115	-0.398174 MW
116	-4.26144e-05 MW
117	0.99405 MW
118	1.01589 MW
119	0.486807 MW
120	0.102034 MW
121	0.146338 MW
122	-0.0163565 MW
123	0.102036 MW
124	0 MW
125	-0.533664 MW
126	-0.37404 MW
127	0.369908 MW
128	-0.640095 MW
129	-0.0399047 MW
130	0.461144 MW
131	-0.934559 MW
132	-0.431677 MW
133	-0.232225 MW
134	-0.248819 MW
135	-0.638823 MW
136	-0.398174 MW
137	0.0846889 MW
138	0.157714 MW
139	0.131697 MW
140	-0.0802749 MW
141	-0.581589 MW
142	-0.19064 MW
143	-0.315679 MW
144	-0.465916 MW
145	-0.425678 MW
146	0.176481 MW
147	-0.554941 MW
148	-0.753133 MW
149	-0.0335183 MW
150	-1.03494 MW
151	0.320561 MW
152	0.604469 MW
153	1.79875 MW
154	0.574555 MW
155	0.145027 MW
156	0.145026 MW
157	0.619025 MW
158	0.563428 MW
159	0.275069 MW
160	0.410811 MW
161	0.499021 MW
162	0.546118 MW
163	0.35213 MW
164	-0.1358 MW
165	0.126117 MW
166	-0.0077159 MW
167	-0.208304 MW
168	-0.0802771 MW
169	-0.140809 MW
170	0.848109 MW
171	0.427916 MW
172	0.457133 MW
173	-0.36081 MW
174	0.270008 MW
175	0.337149 MW
176	0.346133 MW
177	0.317922 MW
178	0.0981922 MW
179	0.154675 MW
180	0.0922075 MW
181	0.125325 MW
182	0.0722042 MW
183	-0.007801 MW
184	-0.301667 MW
185	0.25 MW
186	0.020603 MW
Finished writing Internal Transmission lines' MW Flows
