
The Optimal Objective value (Generation Dispatch cost) is: 104104

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	2.78656e-16 MW
2	2.78656e-16 MW
3	2.78656e-16 MW
4	2.78656e-16 MW
5	3.77098 MW
6	0.712293 MW
7	2.78656e-16 MW
8	2.78656e-16 MW
9	2.78656e-16 MW
10	2.78656e-16 MW
11	1.84358 MW
12	2.63129 MW
13	2.78656e-16 MW
14	0.0586595 MW
15	2.78656e-16 MW
16	2.78656e-16 MW
17	2.78656e-16 MW
18	2.78656e-16 MW
19	2.78656e-16 MW
20	0.159218 MW
21	1.7095 MW
22	0.402237 MW
23	2.78656e-16 MW
24	2.78656e-16 MW
25	1.29889 MW
26	1.34079 MW
27	2.78656e-16 MW
28	3.27655 MW
29	3.28493 MW
30	4.3274 MW
31	2.78656e-16 MW
32	2.78656e-16 MW
33	2.78656e-16 MW
34	2.78656e-16 MW
35	2.78656e-16 MW
36	2.78656e-16 MW
37	3.99721 MW
38	2.78656e-16 MW
39	0.0335197 MW
40	5.0866 MW
41	2.78656e-16 MW
42	2.78656e-16 MW
43	2.78656e-16 MW
44	2.78656e-16 MW
45	2.11174 MW
46	0.335197 MW
47	2.78656e-16 MW
48	2.78656e-16 MW
49	2.78656e-16 MW
50	2.78656e-16 MW
51	0.301677 MW
52	2.78656e-16 MW
53	2.78656e-16 MW
54	2.78656e-16 MW
Finished writing Power Generation
