
The Optimal Objective value (Generation Dispatch cost) is: 104185

****************** GENERATORS' POWER GENERATION LEVELS (MW) *********************
GENERATOR ID	GENERATOR MW
1	5.97572e-13 MW
2	5.97572e-13 MW
3	5.97572e-13 MW
4	5.97573e-13 MW
5	3.74504 MW
6	0.707402 MW
7	5.97572e-13 MW
8	5.97572e-13 MW
9	5.97572e-13 MW
10	5.97573e-13 MW
11	1.83091 MW
12	2.61321 MW
13	5.97573e-13 MW
14	0.0582568 MW
15	5.97573e-13 MW
16	5.97572e-13 MW
17	5.97572e-13 MW
18	5.97573e-13 MW
19	5.97573e-13 MW
20	0.158125 MW
21	1.69776 MW
22	0.399475 MW
23	5.97573e-13 MW
24	5.97573e-13 MW
25	1.28996 MW
26	1.33158 MW
27	5.97573e-13 MW
28	3.25402 MW
29	3.26234 MW
30	4.29762 MW
31	5.97573e-13 MW
32	5.97573e-13 MW
33	5.97573e-13 MW
34	5.97573e-13 MW
35	5.97573e-13 MW
36	5.97573e-13 MW
37	3.96971 MW
38	5.97573e-13 MW
39	0.0332896 MW
40	5.05158 MW
41	5.97573e-13 MW
42	5.97573e-13 MW
43	5.97573e-13 MW
44	5.97573e-13 MW
45	2.09723 MW
46	0.332895 MW
47	5.97573e-13 MW
48	5.97573e-13 MW
49	5.97573e-13 MW
50	5.97573e-13 MW
51	0.299606 MW
52	0.25 MW
53	5.97572e-13 MW
54	5.97573e-13 MW
Finished writing Power Generation
