Gen#	Conn.	MW
1	1	0.48854
2	4	0.48854
3	6	0.48854
4	8	0.48854
5	10	3.115e-05
6	12	0.0108968
7	15	0.48854
8	18	0.48854
9	19	0.48854
10	24	0.48854
11	25	-6.68473e-05
12	26	2.31902e-05
13	27	0.48854
14	31	0.246485
15	32	0.48854
16	34	0.48854
17	36	0.48854
18	40	0.48854
19	42	0.48854
20	46	0.0992603
21	49	-7.68557e-05
22	54	0.00881228
23	55	0.48854
24	56	0.48854
25	59	8.68886e-05
26	61	4.65482e-05
27	62	0.48854
28	65	6.8428e-05
29	66	6.74666e-05
30	69	4.83539e-05
31	70	0.48854
32	72	0.48854
33	73	0.48854
34	74	0.48854
35	76	0.48854
36	77	0.48854
37	80	2.22443e-05
38	85	0.48854
39	87	0.0469075
40	89	5.51385e-05
41	90	0.48854
42	91	0.48854
43	92	0.48854
44	99	0.48854
45	100	6.83497e-05
46	103	0.0244661
47	104	0.48854
48	105	0.48854
49	107	0.48854
50	110	0.48854
51	111	0.0222238
52	112	0.48854
53	113	0.48854
54	116	0.48854
T.line#	From	To	From MW	To MW
1	1	2	-0.0623337	0.0623337
2	1	3	-0.0659905	0.0659905
3	2	12	0.0256562	-0.0256562
4	3	5	0.187127	-0.187127
5	3	12	-0.0126068	0.0126068
6	4	5	-0.0164641	0.0164641
7	4	11	-0.321101	0.321101
8	5	6	-0.205335	0.205335
9	8	5	-0.514989	0.514989
10	5	11	-0.32526	0.32526
11	6	7	-0.322968	0.322968
12	7	12	-0.244765	0.244765
13	8	9	0.148929	-0.148929
14	8	30	-0.271376	0.271376
15	9	10	0.0744802	-0.0744802
16	11	12	0.00894959	-0.00894959
17	11	13	-0.141591	0.141591
18	12	14	0.0182502	-0.0182502
19	12	16	0.00813821	-0.00813821
20	12	117	-0.125464	0.125464
21	13	15	0.0867176	-0.0867176
22	14	15	0.0465458	-0.0465458
23	15	17	0.376642	-0.376642
24	15	19	0.184138	-0.184138
25	15	33	-0.276201	0.276201
26	16	17	0.146452	-0.146452
27	17	18	-0.0789145	0.0789145
28	30	17	0.311772	-0.311772
29	17	31	0.102312	-0.102312
30	17	113	0.661366	-0.661366
31	18	19	-0.116061	0.116061
32	19	20	0.066024	-0.066024
33	19	34	-0.259361	0.259361
34	20	21	0.134633	-0.134633
35	21	22	0.163276	-0.163276
36	22	23	0.151955	-0.151955
37	23	24	0.367965	-0.367965
38	23	25	-0.183602	0.183602
